gene_symbol	ATC1	ATC2	ATC3	PTC1	PTC2	PTC3
UBXN2A	525	823	543	775	541	655
UBXN2B	989	1689	1412	1094	1466	1355
UBXN4	5662	3321	5174	6984	5759	6091
UBXN6	1758	4889	3936	4803	5862	5107
UBXN7	1926	1477	882	1216	1039	1474
UBXN8	524	212	608	511	371	247
UCA1	1	8	0	2	2	0
UCHL1	58	6	34888	39	436	7058
UCHL3	804	845	1462	681	561	593
UCHL5	2528	1724	1254	412	1338	1105
UCK1	1212	1516	730	1116	1023	1284
UCK2	3851	2264	2008	1971	1204	1053
UCKL1AS	20	70	13	53	21	24
UCKL1	943	585	595	1516	686	759
UCMA	0	0	0	0	0	0
UCN2	0	17	354	311	105	67
UCN3	0	0	0	0	0	0
UCN	3	27	25	22	40	38
UCP1	2	6	0	1	0	1
UCP2	63	3256	121	1432	340	2210
UCP3	7	35	31	14	7	10
UEVLD	475	1190	917	724	607	542
UFC1	5069	1437	2481	2199	3454	1955
UFD1L	2611	2158	1661	639	1234	1120
UFM1	3635	2853	5368	3209	2736	2669
UFSP1	49	36	9	88	27	20
UFSP2	506	1360	1145	909	764	886
UGCG	3491	13675	10155	26288	11899	8117
UGDH	1248	3340	3081	1441	1550	2282
UGGT1	7336	2942	8723	4624	5816	5796
UGGT2	1879	878	2090	1311	1871	2102
UGP2	2302	2134	4061	3394	2923	2953
UGT1A10	0	0	8	0	19	0
UGT1A1	0	0	0	0	0	0
UGT1A3	0	0	0	0	0	0
UGT1A4	0	0	0	0	0	0
UGT1A5	0	0	0	0	0	0
UGT1A6	0	0	0	0	72	0
UGT1A7	0	0	0	0	0	0
UGT1A8	0	3	0	0	0	0
UGT1A9	0	3	0	0	0	0
UGT2A1	0	0	0	0	0	0
UGT2A3	0	0	0	0	0	0
UGT2B10	0	0	0	0	0	0
UGT2B11	0	0	0	0	0	0
UGT2B15	0	0	0	0	4	1
UGT2B28	0	0	0	0	0	0
UGT2B4	0	0	0	0	0	0
UGT2B7	0	21	1	0	1	50
UGT3A1	0	0	0	0	0	0
UGT3A2	36	2	1	5	152	6
UGT8	124	1786	695	151	734	414
UHMK1	12908	11161	6392	7864	9136	6253
UHRF1BP1L	2756	979	1431	1116	988	1546
UHRF1BP1	2881	1433	565	1338	1132	1334
UHRF1	3210	6749	2518	1668	1517	2213
UHRF2	3727	4370	2034	1334	1302	3251
UIMC1	1056	1248	710	1173	425	593
ULBP1	808	0	115	108	175	11
ULBP2	702	300	363	153	524	104
ULBP3	241	77	66	31	201	77
ULK1	2857	936	1273	2647	1877	2073
ULK2	230	226	68	1263	657	1595
ULK3	528	827	359	488	511	378
ULK4	79	117	284	195	118	133
UMODL1	2	3	1	3	2	0
UMOD	0	0	0	0	0	0
UMPS	2866	2081	1402	1166	1108	895
UNC119B	2350	1548	2367	3826	2443	2319
UNC119	512	930	467	727	823	471
UNC13A	43	1	8	392	4	1
UNC13B	1583	2513	922	1245	1489	673
UNC13C	0	0	0	0	4	1
UNC13D	19	8	15	152	5790	30
UNC45A	1848	4663	2577	3304	3562	3458
UNC45B	0	0	0	0	0	0
UNC50	1266	590	1184	1251	1025	837
UNC5A	7	2	0	130	1	1
UNC5B	356	44	1398	64	985	5216
UNC5CL	7	13	2	11	6	73
UNC5C	31	989	412	1193	1593	2232
UNC5D	0	84	0	158	166	0
UNC80	58	76	6	12	33	1
UNC93A	0	0	0	0	0	0
UNC93B1	319	996	715	1231	1032	1016
UNCX	0	0	0	0	0	0
UNG	4341	2434	1248	2100	1757	1696
UNKL	1631	381	2317	1272	551	1023
UNK	2210	1212	732	1111	1070	1186
UOX	6	5	3	2	3	3
UPB1	15	3	0	1	2	0
UPF0639	1	1	1	3	81	0
UPF1	5286	6239	3304	4656	3161	3734
UPF2	2024	1870	1379	1694	1071	1233
UPF3A	1143	806	1200	1902	1166	1763
UPF3B	757	1072	352	479	433	447
UPK1A	6	4	1	1	11	1
UPK1B	2	2	0	0	0	1
UPK2	0	6	3	8	3	8
UPK3A	0	0	0	0	0	0
UPK3BL	1052	669	704	793	866	784
UPK3B	2	0	1	174	16	4
UPP1	9088	1449	1348	596	1517	812
UPP2	0	0	2	2	1	1
UPRT	534	594	491	387	311	262
UQCC	2586	2073	1516	2530	2015	973
UQCR10	1422	2955	1914	958	2294	1566
UQCR11	3200	3308	2943	2563	2998	1988
UQCRB	4038	5700	4266	4558	5301	3676
UQCRC1	2581	7174	4567	4667	5571	5008
UQCRC2	6045	4674	4963	4822	5420	4111
UQCRFS1	5100	4026	2525	2181	2676	1773
UQCRHL	373	246	174	125	182	55
UQCRH	7425	4857	4075	3134	3932	2338
UQCRQ	3638	3438	3294	4105	3026	1877
URB1	5080	3549	2933	1908	2183	1809
URB2	1659	1005	916	964	729	367
URGCP	908	1132	1141	2346	1023	1107
URM1	2109	2849	1295	2343	1221	2108
UROC1	0	0	0	0	0	0
UROD	4139	3719	2380	2289	1945	1999
UROS	1407	1348	1415	1647	1894	1351
USE1	583	837	240	297	416	383
USF1	2988	1083	1398	899	1634	957
USF2	3935	2809	2305	2068	2917	2910
USH1C	0	0	0	0	1	0
USH1G	4	0	0	5	3	1
USH2A	4	3	8	12	12	8
USHBP1	0	3	0	2	1	0
USMG5	2360	1681	1604	1346	1632	1311
USO1	4294	6082	5921	4693	5633	5214
USP10	4187	8107	4924	3838	2094	3939
USP11	5605	5467	1581	3992	3533	3484
USP12	2769	1274	2710	1730	1663	1678
USP13	2515	3518	1835	942	1574	1446
USP14	4611	4713	3854	3228	2797	3332
USP15	1144	1608	2546	1607	1357	1411
USP16	1980	2968	1849	1851	1431	1316
USP17L2	0	0	0	1	0	0
USP17L6P	0	0	0	0	0	0
USP17	0	0	0	0	0	0
USP18	1812	2600	281	48	137	42
USP19	295	3058	2130	2881	2448	2328
USP1	5679	6388	3205	2656	1824	3081
USP20	821	1612	870	1120	927	898
USP21	1168	487	472	852	1289	809
USP22	6786	10639	8048	18296	13135	14692
USP24	4649	4762	3119	2829	2745	3259
USP25	1326	2358	2383	2311	2027	2469
USP26	0	0	0	0	0	0
USP27X	269	191	211	197	109	256
USP28	788	2177	756	1345	1243	1130
USP29	0	0	0	0	1	0
USP2	154	71	3	1110	128	337
USP30	491	354	576	1009	720	637
USP31	1645	1050	950	943	954	934
USP32	2266	4257	2382	2162	2063	2733
USP33	2399	3851	2950	2979	2113	2113
USP34	8233	2946	4899	5494	5777	5582
USP35	234	446	593	394	422	432
USP36	4022	2088	1178	1997	973	1298
USP37	679	1777	851	912	754	758
USP38	1260	2131	2022	1572	1315	1158
USP39	2613	1495	1584	1815	1716	1463
USP3	1522	799	1159	829	889	1069
USP40	1353	2940	3234	3287	3606	1589
USP42	490	632	728	1316	690	646
USP43	78	377	136	365	406	257
USP44	151	4	1	133	1	8
USP45	563	398	240	541	303	333
USP46	818	2097	1766	1135	1703	1142
USP47	1873	5492	4248	5151	2733	3891
USP48	2147	3136	2821	2797	3152	2729
USP49	485	298	324	689	464	389
USP4	1795	1158	1494	1949	1377	1947
USP50	0	0	1	1	0	0
USP51	148	9	71	126	71	56
USP53	924	3874	870	1025	414	916
USP54	784	1720	776	765	746	990
USP5	6829	8180	4775	5665	4515	4478
USP6NL	1362	1015	2031	997	818	1035
USP6	38	31	1	515	8	11
USP7	6525	3156	4644	3757	3828	3457
USP8	1605	2340	2137	2529	2265	1923
USP9X	10238	7640	4118	10868	6673	6832
USP9Y	0	0	0	2	1486	1429
USPL1	546	494	870	695	915	737
UST	2004	602	477	423	341	269
UTF1	0	0	0	0	1	0
UTP11L	2119	2026	1431	1214	1073	979
UTP14A	1876	1563	1299	1086	859	652
UTP14C	1454	1217	1850	1990	2329	1395
UTP15	1196	1158	852	1024	529	371
UTP18	1763	3131	866	1289	1439	1338
UTP20	3926	2032	2929	2842	1296	1178
UTP23	1048	1147	1182	894	632	679
UTP3	1424	2193	2048	1509	1140	1130
UTP6	1621	2342	1504	1333	1315	1013
UTRN	3739	3548	2684	6436	4093	4230
UTS2D	4	13	5	9	2	5
UTS2R	0	0	0	17	2	0
UTS2	0	0	0	0	1	0
UTY	2	1	0	0	724	571
UVRAG	646	1370	954	775	770	787
UXS1	4271	1033	4464	1654	3798	2132
UXT	1613	1596	799	1272	1217	1237
VAC14	1925	4317	2035	1700	969	3252
VAMP1	375	1370	559	388	1056	527
VAMP2	808	3545	1501	1654	2898	2322
VAMP3	4744	7499	7261	5457	5142	6368
VAMP4	637	651	2012	991	1846	1105
VAMP5	9	3	11	9	192	7
VAMP7	2815	1971	3192	2421	2474	1803
VAMP8	514	29	1236	1127	1302	813
VANGL1	1404	2056	1768	2282	708	1266
VANGL2	547	2	3	1467	1352	396
VAPA	3945	5070	5628	4823	4802	4601
VAPB	2246	3675	3169	6502	2068	2295
VARS2	1751	675	658	909	1212	1195
VARS	9661	2796	5784	4176	3617	3170
VASH1	324	408	228	1649	947	1106
VASH2	24	57	5	60	193	46
VASN	829	110	1878	4772	3754	5156
VASP	5742	2568	5062	2198	1343	2515
VAT1L	0	12419	65	6	7	1
VAT1	3051	11592	3552	9122	8077	11992
VAV1	16	0	0	0	0	2
VAV2	608	2535	1515	1840	1906	2472
VAV3	36	60	54	14	40	3
VAX1	18	0	1	0	0	0
VAX2	39	0	0	14	12	17
VBP1	1932	3340	1808	1397	1571	1618
VCAM1	5	0	5	1925	4329	4909
VCAN	3949	61980	28263	22106	26362	50333
VCL	11377	60600	9746	9240	15170	13718
VCPIP1	2283	1365	1216	1185	1031	1222
VCP	25339	17957	11495	13711	15127	6451
VCX2	0	2	0	0	1	0
VCX3A	0	0	0	1	0	0
VCX3B	0	0	0	0	0	0
VCX	0	8	0	0	0	0
VCY	0	0	0	0	0	0
VDAC1	14733	12799	12010	11410	8523	8893
VDAC2	11484	16943	6007	4725	6199	5158
VDAC3	3327	3621	2963	2133	2576	2407
VDR	424	278	2536	595	326	578
VEGFA	3699	4513	24958	4572	10498	18646
VEGFB	497	2560	1890	2388	2186	3456
VEGFC	921	3833	2360	1548	1287	2431
VENTXP1	0	0	0	0	0	0
VENTXP7	0	0	0	0	0	0
VENTX	0	0	0	0	3	0
VEPH1	6051	2718	1664	33	502	208
VEZF1	3555	3773	3463	5448	3947	4759
VEZT	4662	1667	1944	2900	2237	2982
VGF	61	138	33	11475	11	33
VGLL1	0	0	0	0	0	3
VGLL2	6	1	0	6	3	0
VGLL3	1824	2200	207	1603	736	1520
VGLL4	1578	2421	2425	2483	2338	2293
VHLL	0	0	0	0	0	0
VHL	1587	3068	2724	2600	3780	2879
VIL1	0	1	0	0	0	2
VILL	150	149	211	192	221	245
VIM	304542	194446	212132	139338	212021	346332
VIPAR	749	1054	815	1117	1150	1077
VIPR1	5	5	3	20	1	1
VIPR2	0	0	0	0	2	0
VIP	0	1	0	1	5	0
VIT	0	1	0	1	13	24
VKORC1L1	2825	2985	2480	4011	1907	3027
VKORC1	1016	2893	3290	2523	4612	4662
VLDLR	2952	2125	843	1845	1507	1504
VMA21	3254	2996	2388	2100	1917	2051
VMAC	45	67	126	148	107	105
VMO1	3	7	3	6	24	5
VN1R1	22	10	2	22	16	16
VN1R2	0	0	0	0	0	0
VN1R4	0	0	0	0	0	0
VN1R5	0	0	0	0	0	0
VNN1	5948	8	7	1	36	1
VNN2	90	0	48	21	90	17
VNN3	49	0	1	0	0	0
VOPP1	2603	7066	6428	6064	3173	2797
VPRBP	1481	1757	1254	1307	1159	1153
VPREB1	24	0	0	0	0	0
VPREB3	21	0	6	1	0	0
VPS11	1241	2326	896	1972	1510	2008
VPS13A	1656	3165	1196	1638	648	1570
VPS13B	1185	2958	2309	2001	1670	2176
VPS13C	823	2485	2565	3303	2397	2515
VPS13D	2278	3719	2030	2952	2373	2668
VPS16	2022	1769	850	2242	1027	1042
VPS18	991	1545	1120	1162	1122	1153
VPS24	2808	1930	6623	6398	4168	4409
VPS25	1528	2437	1210	2270	1796	1580
VPS26A	3799	8057	2696	3128	2667	3572
VPS26B	1100	1944	1162	1413	1454	2130
VPS28	1207	1520	1508	1785	1814	1924
VPS29	2515	1566	1449	1849	1401	1851
VPS33A	1492	1080	1059	1254	906	905
VPS33B	359	740	498	594	427	482
VPS35	4988	10435	3318	5014	2253	5667
VPS36	919	583	1592	2458	1701	2418
VPS37A	1877	929	1830	1408	1199	1149
VPS37B	2127	793	2696	1461	1588	1743
VPS37C	1012	1137	951	758	809	937
VPS37D	109	83	76	223	146	195
VPS39	2156	2845	2561	4544	3954	3130
VPS41	2158	2384	2002	3282	2796	1979
VPS45	2154	1357	1967	1337	2021	1070
VPS4A	3323	5506	2359	2668	1466	2981
VPS4B	2768	1785	2607	3148	2458	2092
VPS52	2495	1360	1397	2667	2426	2024
VPS53	924	1588	1030	1818	1461	1124
VPS54	1243	734	1401	1450	1361	1250
VPS72	2493	1317	1160	1105	1856	1158
VPS8	1890	1594	1296	1264	1416	1204
VRK1	1841	1928	1057	405	524	584
VRK2	1571	589	692	734	505	834
VRK3	1295	1200	663	796	676	709
VSIG10L	173	134	187	106	140	190
VSIG10	865	924	991	1166	913	1285
VSIG1	31	67	34	11	71	30
VSIG2	4	1	0	2	1	5
VSIG4	0	0	0	0	0	0
VSIG8	23	7	23	4	1	10
VSNL1	1	161	293	1	82	162
VSTM1	0	10	0	52	12	3
VSTM2A	0	6	0	0	0	0
VSTM2B	2	0	0	0	0	0
VSTM2L	148	34	1	1310	170	30
VSX1	6	0	0	1	2	0
VSX2	1	1	0	0	0	0
VTA1	3283	2190	2477	2580	2262	1716
VTCN1	0	6	0	0	0	1
VTI1A	1621	912	1066	945	627	644
VTI1B	2916	2985	2347	2193	1849	2010
VTN	8	4	0	67	11	52
VTRNA1-1	0	0	0	0	0	0
VTRNA1-2	0	0	0	0	0	0
VTRNA1-3	0	0	0	0	0	0
VWA1	164	0	0	127	947	2317
VWA2	9	5	27	70	500	69
VWA3A	35	3	0	7	2	0
VWA3B	0	0	3	0	0	0
VWA5A	475	59	2325	899	707	865
VWA5B1	0	0	0	0	0	0
VWA5B2	31	8	3	13	7	0
VWC2L	0	0	0	0	0	0
VWC2	0	0	0	1	0	0
VWCE	2	16	35	65	50	146
VWDE	53	51	20	6	156	55
VWF	25	25	17	12	7	6
WAC	6623	4540	4987	4457	5234	2893
WAPAL	3991	3017	3017	3431	2770	3524
WARS2	903	566	254	744	808	683
WARS	30995	6657	9008	4951	3487	1967
WASF1	1185	783	363	1397	946	885
WASF2	5427	8346	5872	6967	5395	9608
WASF3	690	1	1285	1042	840	951
WASH2P	559	661	505	861	479	703
WASH3P	610	634	676	768	574	774
WASH5P	96	93	93	195	83	169
WASH7P	630	756	647	924	501	903
WASL	2492	2306	2695	5364	2250	2756
WAS	25	6	4	7	7	5
WBP11P1	3	4	1	0	3	3
WBP11	5372	8671	2791	4094	2896	2952
WBP1	616	849	766	2287	2572	2039
WBP2NL	0	0	3	22	5	4
WBP2	3966	3652	2020	2994	4991	3900
WBP4	527	610	633	692	492	671
WBP5	3763	3257	4345	2223	2575	2587
WBSCR16	2122	1912	1563	2963	1752	1513
WBSCR17	0	0	1	131	170	0
WBSCR22	2367	2074	1908	2737	1570	1267
WBSCR26	6	1	3	7	19	1
WBSCR27	218	41	25	170	29	609
WBSCR28	4	3	0	4	1	0
WDFY1	2190	4095	2134	3634	5141	4260
WDFY2	444	806	613	314	514	802
WDFY3	1602	3029	2775	2769	2617	3381
WDFY4	11	1	4	12	212	27
WDHD1	2301	4019	1249	814	989	1297
WDR11	2812	2821	2828	3777	3632	2662
WDR12	2160	1566	1633	1017	972	715
WDR13	2480	2081	1008	2470	2027	2040
WDR16	1	6	2	15	39	3
WDR17	250	608	590	193	243	58
WDR18	1865	1576	1132	791	1255	816
WDR19	403	1141	671	1356	780	1165
WDR1	7414	33031	14137	9265	12871	16156
WDR20	1456	1073	1004	639	605	861
WDR24	1444	687	612	924	780	804
WDR25	478	371	351	310	407	225
WDR26	14828	3430	7721	7203	10105	5506
WDR27	188	125	173	234	139	158
WDR31	53	213	80	136	58	153
WDR33	3221	1794	2361	2125	1834	1765
WDR34	1293	3725	850	2416	1463	2972
WDR35	1025	723	1390	1594	1170	1095
WDR36	4311	4358	4789	3721	1897	1807
WDR37	1229	614	1046	967	951	817
WDR38	0	1	1	0	0	3
WDR3	3673	3224	2316	1784	1442	1000
WDR41	1679	1313	2283	2426	1973	1713
WDR43	3742	2366	2633	2175	1429	1161
WDR44	1190	1492	1047	736	845	903
WDR45L	5647	4413	3160	3862	3802	3228
WDR45	1597	1363	1196	1391	758	1008
WDR46	3846	1802	1792	2146	1952	1581
WDR47	1075	1129	939	899	534	921
WDR48	1286	3043	1250	3058	2206	2720
WDR49	0	1	5	0	1	0
WDR4	357	841	517	497	253	325
WDR52	409	238	520	207	194	135
WDR53	677	632	544	315	238	230
WDR54	614	1313	696	1248	765	1256
WDR55	1573	1157	845	1534	638	648
WDR59	1598	1715	1553	1538	902	1188
WDR5B	668	466	522	569	351	374
WDR5	2147	2899	1534	2207	1465	1800
WDR60	268	362	707	1270	535	684
WDR61	1095	779	1757	1702	1281	840
WDR62	1811	1912	606	583	519	951
WDR63	26	41	2	89	257	41
WDR64	0	0	0	0	0	0
WDR65	42	25	10	20	34	9
WDR66	178	1663	1684	57	630	141
WDR67	473	630	321	227	271	277
WDR69	287	15	63	457	255	11
WDR6	4417	8760	4877	9351	6887	7226
WDR70	1330	1493	896	1086	970	943
WDR72	0	0	21	6	39	0
WDR73	604	893	712	811	647	590
WDR74	940	1622	835	887	540	595
WDR75	3892	2304	1946	1758	1534	1265
WDR76	339	2694	606	537	641	869
WDR77	2613	3008	1663	1401	1345	706
WDR78	156	67	456	220	77	147
WDR7	833	1240	1175	949	1153	1026
WDR81	1190	1148	950	1766	1196	1021
WDR82	4246	7527	5157	5732	4752	4526
WDR83	346	435	188	247	261	191
WDR85	669	777	483	699	496	517
WDR86	0	3	0	24	1	0
WDR87	0	0	0	0	0	0
WDR88	9	7	6	15	2	5
WDR89	894	640	676	541	535	459
WDR8	719	760	482	558	531	444
WDR90	1067	770	718	847	820	1311
WDR91	336	463	516	574	349	349
WDR92	486	423	508	490	403	427
WDR93	5	0	8	29	4	2
WDSUB1	266	166	379	342	210	473
WDTC1	1841	2955	1527	2685	2238	3251
WDYHV1	278	1091	278	209	264	304
WEE1	973	2853	2209	1265	1059	2542
WEE2	0	3	3	0	0	0
WFDC10A	1	1	0	0	1	0
WFDC10B	6	0	0	7	2	1
WFDC11	1	0	0	2	3	0
WFDC12	0	0	0	0	0	0
WFDC13	1	0	0	2	14	0
WFDC1	1	0	0	0	0	8
WFDC2	4	4	5	6903	1356	818
WFDC3	25	7	15	96	12	48
WFDC5	1	0	0	0	0	0
WFDC6	0	0	0	2	5	0
WFDC8	0	0	0	33	26	0
WFDC9	0	0	0	0	0	0
WFIKKN1	5	12	8	4	10	4
WFIKKN2	2	2	0	1	5	3
WFS1	1762	2277	2286	4172	1244	1463
WHAMML1	41	92	171	119	128	151
WHAMML2	78	10	82	78	37	66
WHAMM	293	929	611	640	527	552
WHSC1L1	1859	2296	2605	2707	1900	2803
WHSC1	5078	11247	4782	4971	5424	9884
WHSC2	600	1645	758	1122	1063	1043
WIBG	1403	350	560	831	648	592
WIF1	4	0	0	0	0	0
WIPF1	540	2105	2699	1448	792	1593
WIPF2	1841	2656	1495	2575	1970	2154
WIPF3	62	0	0	5	2	16
WIPI1	1567	1258	1299	1139	1173	1120
WIPI2	2808	2469	2311	3789	1987	2498
WISP1	0	13	41	18	18	39
WISP2	0	29	0	2509	48	55
WISP3	101	0	0	1	6	24
WIT1	55	0	0	2	0	0
WIZ	3586	2974	2615	2467	1936	1966
WLS	4326	5947	8274	2764	2773	2250
WNK1	4890	7863	3615	6312	4755	5057
WNK2	83	0	2	56	12	4
WNK3	137	27	2	113	86	1
WNK4	441	581	654	280	18	221
WNT10A	10	2	3	6	0	0
WNT10B	5	5	94	17	19	16
WNT11	6	8	0	1	10	10
WNT16	119	6	2	0	4	1
WNT1	0	0	1	1	0	0
WNT2B	93	145	19	2953	39	62
WNT2	3	4	3	9	1	0
WNT3A	0	0	0	1	0	0
WNT3	261	133	32	430	72	310
WNT4	14	4	1	6	0	5
WNT5A	6	228	38273	3956	3337	3856
WNT5B	213	7037	5224	529	483	2299
WNT6	3	0	0	5	0	0
WNT7A	1	1	0	36	0	0
WNT7B	13	7749	2296	12	323	764
WNT8A	0	0	0	0	0	0
WNT8B	0	1	1	0	0	0
WNT9A	23	12	129	39	26	97
WNT9B	0	0	0	0	0	0
WRAP53	538	863	254	398	312	370
WRB	626	784	715	872	1135	1307
WRNIP1	3816	1087	1049	1685	1539	1536
WRN	1240	1406	1287	1002	544	703
WSB1	1578	2184	1390	3186	5267	3111
WSB2	6894	2441	3819	3453	5182	4906
WSCD1	9	3759	392	84	673	533
WSCD2	0	0	4	18	47	5
WT1	458	2	2	10	31	0
WTAP	2355	2177	3439	3336	2642	2447
WTIP	565	331	131	769	475	677
WWC1	2056	1676	117	10174	1870	1108
WWC2	3012	2869	2587	3986	2551	2836
WWC3	2858	1798	1517	2227	1558	2331
WWOX	110	135	207	313	121	200
WWP1	1369	2446	1898	1219	1424	1474
WWP2	1035	2142	1420	1527	577	1500
WWTR1	8867	4856	6796	4081	4335	5747
XAB2	1577	3106	1445	1962	1669	1864
XAF1	1596	4696	670	1162	673	703
XAGE1D	0	0	0	0	0	0
XAGE2	0	0	0	0	0	0
XAGE3	0	0	0	0	0	0
XAGE5	0	0	0	0	0	0
XBP1	4085	3022	4892	1694	3408	2860
XCL1	1	0	0	0	1	0
XCL2	0	0	0	0	0	0
XCR1	0	1	0	1	0	0
XDH	10282	287	432	145	576	117
XG	995	3	1	0	2	0
XIAP	3667	3885	3967	2410	2528	2690
XIRP1	0	0	0	1	4	0
XIRP2	0	2	28	2	8	1
XIST	10851	0	1	0	0	6
XKR3	0	0	19	5	6	5
XKR4	18	4	0	0	9	35
XKR5	6	0	45	24	9	189
XKR6	55	52	67	88	69	73
XKR7	1	0	0	0	0	0
XKR8	515	708	145	382	295	589
XKR9	72	40	2	125	14	24
XKRX	6	4	3	1	0	4
XKRY2	0	0	0	0	0	0
XKRY	0	0	0	0	0	0
XK	222	35	11	17	26	17
XPA	384	413	358	423	221	257
XPC	1332	2483	2095	3940	3099	2715
XPNPEP1	2162	2426	1724	2142	2278	1591
XPNPEP2	1	0	1	1	0	0
XPNPEP3	724	789	665	403	750	672
XPO1	14795	10437	9083	10794	10420	9460
XPO4	1870	1385	1738	1856	1691	1355
XPO5	2753	2488	1420	3136	1970	1554
XPO6	5467	4542	5546	4748	4655	3698
XPO7	4196	5547	2709	3453	4076	4202
XPOT	8821	5381	9069	10686	7072	5263
XPR1	3500	1554	1627	3247	6032	7730
XRCC1	2077	2078	1760	1090	1567	2251
XRCC2	622	591	224	272	175	242
XRCC3	929	2042	856	526	424	624
XRCC4	1372	651	366	502	231	335
XRCC5	17180	19462	14214	12752	12502	13226
XRCC6BP1	119	154	322	207	296	201
XRCC6	13306	17025	13030	6877	13764	13539
XRN1	2344	1872	2146	2518	1703	2128
XRN2	8971	6361	4944	10327	3699	4232
XRRA1	798	1106	1083	434	387	406
XYLB	160	328	277	115	153	167
XYLT1	1587	3724	755	60	253	192
XYLT2	1487	2070	1387	1278	2693	2283
YAF2	726	393	616	734	484	555
YAP1	6526	10010	11298	9825	8496	10107
YARS2	1884	1176	759	972	782	671
YARS	13218	6025	8284	4905	3785	3372
YBX1	45952	28246	22356	22248	21608	19153
YBX2	21	2	0	17	27	2
YDJC	609	791	434	432	593	499
YEATS2	4544	4049	3220	2729	2020	2218
YEATS4	554	530	485	776	494	538
YES1	14529	4373	2984	3546	2220	2956
YIF1A	2347	4194	2577	2395	2817	2246
YIF1B	2070	2661	1988	1579	2209	2131
YIPF1	947	1106	936	670	672	545
YIPF2	2207	1499	1445	2116	2688	2256
YIPF3	3647	2880	2890	3951	4515	3955
YIPF4	2331	713	1433	1349	1409	1056
YIPF5	5482	4118	3789	4494	3033	2844
YIPF6	3851	2441	2452	1962	2674	2340
YIPF7	0	1	3	0	0	1
YJEFN3	38	74	19	37	9	19
YKT6	5388	5844	4617	7325	3527	3466
YLPM1	4563	5052	3384	3300	3148	3014
YME1L1	9377	7660	7166	7605	7010	5883
YOD1	1075	542	661	706	797	535
YPEL1	116	210	37	130	123	722
YPEL2	631	273	33	901	482	851
YPEL3	235	265	361	1042	640	1089
YPEL4	3	36	11	49	95	72
YPEL5	3153	1839	4274	3899	3450	3314
YRDC	2328	1213	837	678	637	505
YSK4	0	0	0	1	0	0
YTHDC1	2035	3106	2429	2714	2404	2370
YTHDC2	1773	1920	1618	2247	1033	852
YTHDF1	3551	2600	1935	4590	2346	2083
YTHDF2	4388	4299	3584	3757	2995	2505
YTHDF3	3630	4916	5605	4234	3967	3307
YWHAB	19270	19610	13490	20729	9044	9547
YWHAE	16870	32923	15370	19980	22465	21243
YWHAG	12820	8054	14868	18643	11223	8213
YWHAH	3091	4607	3803	1709	3100	5251
YWHAQ	22907	27268	19997	13826	14385	16014
YWHAZ	26141	40889	38464	25909	35358	31438
YY1AP1	2995	1943	2538	2091	2498	1660
YY1	4198	3876	2940	2910	2923	2885
YY2	148	471	96	139	151	142
ZACN	3	1	0	1	0	0
ZADH2	695	796	1315	1225	969	1207
ZAK	2283	5260	2186	4187	1538	4606
ZAN	0	0	1	0	0	0
ZAP70	1	1	0	2	0	3
ZAR1L	2	0	0	0	0	0
ZAR1	0	2	0	0	4	1
ZBBX	6	5	3	9	12	3
ZBED1	1516	2503	546	956	1347	1642
ZBED2	4	1253	468	417	1773	370
ZBED3	76	55	24	268	159	65
ZBED4	1102	1291	1609	725	1489	1469
ZBED5	1067	1533	2237	1601	1192	1375
ZBP1	2	10	1	3	3	0
ZBTB10	721	614	6	1074	418	927
ZBTB11	2325	1237	1602	1731	1270	1058
ZBTB12	383	282	153	482	409	325
ZBTB16	0	0	0	0	0	2
ZBTB17	905	1329	898	819	864	723
ZBTB1	2126	1890	1846	1919	1358	1569
ZBTB20	1062	883	2181	1274	846	1537
ZBTB22	775	600	620	1360	1296	1339
ZBTB24	1005	413	486	645	439	378
ZBTB25	225	419	183	237	166	270
ZBTB26	137	280	225	363	213	255
ZBTB2	961	810	1727	870	487	787
ZBTB32	8	1	0	8	2	2
ZBTB33	2380	1586	1261	1270	1187	966
ZBTB34	261	527	309	776	340	735
ZBTB37	97	51	69	65	86	80
ZBTB38	11992	21048	5851	6194	2544	4618
ZBTB39	950	334	346	738	407	506
ZBTB3	118	47	77	132	141	195
ZBTB40	1435	1979	1301	1479	1118	980
ZBTB41	1582	892	2670	1245	1767	1339
ZBTB42	73	572	241	329	265	327
ZBTB43	760	772	481	953	576	655
ZBTB44	1391	1705	1235	2323	1639	2085
ZBTB45	448	609	517	538	598	711
ZBTB46	43	111	66	1010	161	49
ZBTB47	751	1291	2144	1852	1236	1443
ZBTB48	445	578	525	437	425	312
ZBTB49	109	139	163	148	66	148
ZBTB4	1455	5868	5313	6746	4922	6592
ZBTB5	627	652	430	1132	745	335
ZBTB6	520	753	543	693	666	660
ZBTB7A	816	1192	1660	1551	1887	2015
ZBTB7B	1414	438	1343	1440	2094	1623
ZBTB7C	0	0	26	177	290	150
ZBTB8A	282	509	324	606	647	698
ZBTB8B	6	2	0	43	21	1
ZBTB8OS	415	353	458	235	231	135
ZBTB9	891	317	435	594	491	473
ZC3H10	564	193	269	305	285	328
ZC3H11A	6820	4565	7137	6791	9827	5004
ZC3H12A	2314	717	1533	550	576	271
ZC3H12B	71	10	119	147	153	70
ZC3H12C	1477	1617	893	876	636	886
ZC3H12D	3	2	5	6	3	25
ZC3H13	1777	1517	2192	2976	2561	2385
